lower_h,lower_s,lower_v,upper_h,upper_s,upper_v,avg_iou
7,177,147,32,255,253,0.7840745562197211
7,177,147,32,255,254,0.7949187455108085
7,177,147,32,255,255,0.8488298727467827
7,177,147,32,255,256,0.8488298727467827
7,177,147,32,256,250,0.6566165203185947
7,177,147,32,256,251,0.7435906453080665
7,177,147,32,256,252,0.7606461322592717
7,177,147,32,256,253,0.7840745562197211
7,177,147,32,256,254,0.7949187455108085
7,177,147,32,256,255,0.8488298727467827
7,177,147,32,256,256,0.8488298727467827
7,177,148,28,250,250,0.17446548474168064
7,177,148,28,250,251,0.17709730910432808
7,177,148,28,250,252,0.1811698748207294
7,177,148,28,250,253,0.19121058100657315
7,177,148,28,250,254,0.19300592071938144
7,177,148,28,250,255,0.21773293247081918
7,177,148,28,250,256,0.21773293247081918
7,177,148,28,251,250,0.2384965907087196
7,177,148,28,251,251,0.24154522110967364
7,177,148,28,251,252,0.25239651277830577
7,177,148,28,251,253,0.2737000947684426
7,177,148,28,251,254,0.27801733064295414
7,177,148,28,251,255,0.3415509853657411
7,177,148,28,251,256,0.3415509853657411
7,177,148,28,252,250,0.3246510208044211
7,177,148,28,252,251,0.3317683661315961
7,177,148,28,252,252,0.39616455641971643
7,177,148,28,252,253,0.40706141973686216
7,177,148,28,252,254,0.41825149735214806
7,177,148,28,252,255,0.516502400359408
7,177,148,28,252,256,0.516502400359408
7,177,148,28,253,250,0.35598350409840235
7,177,148,28,253,251,0.4021568966748452
7,177,148,28,253,252,0.4275761899859526
7,177,148,28,253,253,0.44931234608836146
7,177,148,28,253,254,0.45784029639666696
7,177,148,28,253,255,0.5891032494069076
7,177,148,28,253,256,0.5891032494069076
7,177,148,28,254,250,0.43572737546870244
7,177,148,28,254,251,0.4654344065403636
7,177,148,28,254,252,0.47892981653979894
7,177,148,28,254,253,0.5110527543594325
7,177,148,28,254,254,0.5575919548777122
7,177,148,28,254,255,0.6423050180712606
7,177,148,28,254,256,0.6423050180712606
7,177,148,28,255,250,0.6553936942316383
7,177,148,28,255,251,0.7314255699809883
7,177,148,28,255,252,0.7478731541966314
7,177,148,28,255,253,0.765070575117567
7,177,148,28,255,254,0.7720393844694448
7,177,148,28,255,255,0.8174018794865738
7,177,148,28,255,256,0.8174018794865738
7,177,148,28,256,250,0.6553936942316383
7,177,148,28,256,251,0.7314255699809883
7,177,148,28,256,252,0.7478731541966314
7,177,148,28,256,253,0.765070575117567
7,177,148,28,256,254,0.7720393844694448
7,177,148,28,256,255,0.8174018794865738
7,177,148,28,256,256,0.8174018794865738
7,177,148,29,250,250,0.17446548474168064
7,177,148,29,250,251,0.17709730910432808
7,177,148,29,250,252,0.1811698748207294
7,177,148,29,250,253,0.1969096691524698
7,177,148,29,250,254,0.19870500886527812
7,177,148,29,250,255,0.22202624554072797
7,177,148,29,250,256,0.22202624554072797
7,177,148,29,251,250,0.2384965907087196
7,177,148,29,251,251,0.24154522110967364
7,177,148,29,251,252,0.25239651277830577
7,177,148,29,251,253,0.27939918291433924
7,177,148,29,251,254,0.2837164187888508
7,177,148,29,251,255,0.3458442984356499
7,177,148,29,251,256,0.3458442984356499
7,177,148,29,252,250,0.3246510208044211
7,177,148,29,252,251,0.3317683661315961
7,177,148,29,252,252,0.39616455641971643
7,177,148,29,252,253,0.4127605078827588
7,177,148,29,252,254,0.42395058549804476
7,177,148,29,252,255,0.5207957134293167
7,177,148,29,252,256,0.5207957134293167
7,177,148,29,253,250,0.35598350409840235
7,177,148,29,253,251,0.4021568966748452
7,177,148,29,253,252,0.4275761899859526
7,177,148,29,253,253,0.45501143423425816
7,177,148,29,253,254,0.4670348252720469
7,177,148,29,253,255,0.5921427630847191
7,177,148,29,253,256,0.5921427630847191
7,177,148,29,254,250,0.43572737546870244
7,177,148,29,254,251,0.4654344065403636
7,177,148,29,254,252,0.47892981653979894
7,177,148,29,254,253,0.5167518425053292
7,177,148,29,254,254,0.566786483753092
7,177,148,29,254,255,0.6453445317490721
7,177,148,29,254,256,0.6453445317490721
7,177,148,29,255,250,0.6553936942316383
7,177,148,29,255,251,0.7314255699809883
7,177,148,29,255,252,0.7478731541966314
7,177,148,29,255,253,0.7707696632634637
7,177,148,29,255,254,0.7812339133448247
7,177,148,29,255,255,0.8447575025868778
7,177,148,29,255,256,0.8447575025868778
7,177,148,29,256,250,0.6553936942316383
7,177,148,29,256,251,0.7314255699809883
7,177,148,29,256,252,0.7478731541966314
7,177,148,29,256,253,0.7707696632634637
7,177,148,29,256,254,0.7812339133448247
7,177,148,29,256,255,0.8447575025868778
7,177,148,29,256,256,0.8447575025868778
7,177,148,30,250,250,0.17446548474168064
7,177,148,30,250,251,0.18803955834444966
7,177,148,30,250,252,0.19272002679641329
7,177,148,30,250,253,0.2089917360217707
7,177,148,30,250,254,0.21177491767986778
7,177,148,30,250,255,0.2500657592185395
7,177,148,30,250,256,0.2500657592185395
7,177,148,30,251,250,0.2384965907087196
7,177,148,30,251,251,0.25248747034979524
7,177,148,30,251,252,0.2639466647539897
7,177,148,30,251,253,0.29148124978364015
7,177,148,30,251,254,0.2967863276034405
7,177,148,30,251,255,0.37388381211346144
7,177,148,30,251,256,0.37388381211346144
7,177,148,30,252,250,0.3246510208044211
7,177,148,30,252,251,0.34271061537171765
7,177,148,30,252,252,0.4077147083954003
7,177,148,30,252,253,0.4248425747520598
7,177,148,30,252,254,0.43990803230655534
7,177,148,30,252,255,0.5488352271071283
7,177,148,30,252,256,0.5488352271071283
7,177,148,30,253,250,0.35598350409840235
7,177,148,30,253,251,0.41309914591496677
7,177,148,30,253,252,0.4391263419616364
7,177,148,30,253,253,0.467093501103559
7,177,148,30,253,254,0.47949683135107424
7,177,148,30,253,255,0.6193084165801599
7,177,148,30,253,256,0.6193084165801599
7,177,148,30,254,250,0.43572737546870244
7,177,148,30,254,251,0.47637665578048527
7,177,148,30,254,252,0.49047996851548287
7,177,148,30,254,253,0.5288339093746302
7,177,148,30,254,254,0.5792484898321194
7,177,148,30,254,255,0.6725101852445128
7,177,148,30,254,256,0.6725101852445128
7,177,148,30,255,250,0.6553936942316383
7,177,148,30,255,251,0.74236781922111
7,177,148,30,255,252,0.7594233061723152
7,177,148,30,255,253,0.7828517301327647
7,177,148,30,255,254,0.793695919423852
7,177,148,30,255,255,0.847607046659826
7,177,148,30,255,256,0.847607046659826
7,177,148,30,256,250,0.6553936942316383
7,177,148,30,256,251,0.74236781922111
7,177,148,30,256,252,0.7594233061723152
7,177,148,30,256,253,0.7828517301327647
7,177,148,30,256,254,0.793695919423852
7,177,148,30,256,255,0.847607046659826
7,177,148,30,256,256,0.847607046659826
7,177,148,31,250,250,0.17446548474168064
7,177,148,31,250,251,0.18803955834444966
7,177,148,31,250,252,0.19272002679641329
7,177,148,31,250,253,0.2089917360217707
7,177,148,31,250,254,0.21177491767986778
7,177,148,31,250,255,0.2500657592185395
7,177,148,31,250,256,0.2500657592185395
7,177,148,31,251,250,0.2384965907087196
7,177,148,31,251,251,0.25248747034979524
7,177,148,31,251,252,0.2639466647539897
7,177,148,31,251,253,0.29148124978364015
7,177,148,31,251,254,0.2967863276034405
7,177,148,31,251,255,0.37388381211346144
7,177,148,31,251,256,0.37388381211346144
7,177,148,31,252,250,0.3246510208044211
7,177,148,31,252,251,0.34271061537171765
7,177,148,31,252,252,0.4077147083954003
7,177,148,31,252,253,0.4248425747520598
7,177,148,31,252,254,0.43990803230655534
7,177,148,31,252,255,0.5488352271071283
7,177,148,31,252,256,0.5488352271071283
7,177,148,31,253,250,0.35598350409840235
7,177,148,31,253,251,0.41309914591496677
7,177,148,31,253,252,0.4391263419616364
7,177,148,31,253,253,0.467093501103559
7,177,148,31,253,254,0.47949683135107424
7,177,148,31,253,255,0.6193084165801599
7,177,148,31,253,256,0.6193084165801599
7,177,148,31,254,250,0.43572737546870244
7,177,148,31,254,251,0.47637665578048527
7,177,148,31,254,252,0.49047996851548287
7,177,148,31,254,253,0.5288339093746302
7,177,148,31,254,254,0.5792484898321194
7,177,148,31,254,255,0.6725101852445128
7,177,148,31,254,256,0.6725101852445128
7,177,148,31,255,250,0.6553936942316383
7,177,148,31,255,251,0.74236781922111
7,177,148,31,255,252,0.7594233061723152
7,177,148,31,255,253,0.7828517301327647
7,177,148,31,255,254,0.793695919423852
7,177,148,31,255,255,0.847607046659826
7,177,148,31,255,256,0.847607046659826
7,177,148,31,256,250,0.6553936942316383
7,177,148,31,256,251,0.74236781922111
7,177,148,31,256,252,0.7594233061723152
7,177,148,31,256,253,0.7828517301327647
7,177,148,31,256,254,0.793695919423852
7,177,148,31,256,255,0.847607046659826
7,177,148,31,256,256,0.847607046659826
7,177,148,32,250,250,0.17446548474168064
7,177,148,32,250,251,0.18803955834444966
7,177,148,32,250,252,0.19272002679641329
7,177,148,32,250,253,0.2089917360217707
7,177,148,32,250,254,0.21177491767986778
7,177,148,32,250,255,0.2500657592185395
7,177,148,32,250,256,0.2500657592185395
7,177,148,32,251,250,0.2384965907087196
7,177,148,32,251,251,0.25248747034979524
7,177,148,32,251,252,0.2639466647539897
7,177,148,32,251,253,0.29148124978364015
7,177,148,32,251,254,0.2967863276034405
7,177,148,32,251,255,0.37388381211346144
7,177,148,32,251,256,0.37388381211346144
7,177,148,32,252,250,0.3246510208044211
7,177,148,32,252,251,0.34271061537171765
7,177,148,32,252,252,0.4077147083954003
7,177,148,32,252,253,0.4248425747520598
7,177,148,32,252,254,0.43990803230655534
7,177,148,32,252,255,0.5488352271071283
7,177,148,32,252,256,0.5488352271071283
7,177,148,32,253,250,0.35598350409840235
7,177,148,32,253,251,0.41309914591496677
7,177,148,32,253,252,0.4391263419616364
7,177,148,32,253,253,0.467093501103559
7,177,148,32,253,254,0.47949683135107424
7,177,148,32,253,255,0.6193084165801599
7,177,148,32,253,256,0.6193084165801599
7,177,148,32,254,250,0.43572737546870244
7,177,148,32,254,251,0.47637665578048527
7,177,148,32,254,252,0.49047996851548287
7,177,148,32,254,253,0.5288339093746302
7,177,148,32,254,254,0.5792484898321194
7,177,148,32,254,255,0.6725101852445128
7,177,148,32,254,256,0.6725101852445128
7,177,148,32,255,250,0.6553936942316383
7,177,148,32,255,251,0.74236781922111
7,177,148,32,255,252,0.7594233061723152
7,177,148,32,255,253,0.7828517301327647
7,177,148,32,255,254,0.793695919423852
7,177,148,32,255,255,0.847607046659826
7,177,148,32,255,256,0.847607046659826
7,177,148,32,256,250,0.6553936942316383
7,177,148,32,256,251,0.74236781922111
7,177,148,32,256,252,0.7594233061723152
7,177,148,32,256,253,0.7828517301327647
7,177,148,32,256,254,0.793695919423852
7,177,148,32,256,255,0.847607046659826
7,177,148,32,256,256,0.847607046659826
7,177,149,28,250,250,0.17446548474168064
7,177,149,28,250,251,0.17709730910432808
7,177,149,28,250,252,0.1810958281713403
7,177,149,28,250,253,0.19110568158660524
7,177,149,28,250,254,0.19289793602235566
7,177,149,28,250,255,0.2175940950032146
7,177,149,28,250,256,0.2175940950032146
7,177,149,28,251,250,0.2594875218892595
7,177,149,28,251,251,0.26253615229021354
7,177,149,28,251,252,0.2743478800680773
7,177,149,28,251,253,0.2956175240105773
7,177,149,28,251,254,0.2999347598850889
7,177,149,28,251,255,0.3634128796208341
7,177,149,28,251,256,0.3634128796208341
7,177,149,28,252,250,0.3238252494795572
7,177,149,28,252,251,0.3309425948067322
7,177,149,28,252,252,0.3960627422768064
7,177,149,28,252,253,0.40706141973686216
7,177,149,28,252,254,0.41825149735214806
7,177,149,28,252,255,0.516502400359408
7,177,149,28,252,256,0.516502400359408
7,177,149,28,253,250,0.35515773277353846
7,177,149,28,253,251,0.4052321829700472
7,177,149,28,253,252,0.4274651200118688
7,177,149,28,253,253,0.44931234608836146
7,177,149,28,253,254,0.45784029639666696
7,177,149,28,253,255,0.5891032494069076
7,177,149,28,253,256,0.5891032494069076
7,177,149,28,254,250,0.4348380832726952
7,177,149,28,254,251,0.4645451143443564
7,177,149,28,254,252,0.47881874656571527
7,177,149,28,254,253,0.5110527543594325
7,177,149,28,254,254,0.5575919548777122
7,177,149,28,254,255,0.6429037952165273
7,177,149,28,254,256,0.6429037952165273
7,177,149,28,255,250,0.6553936942316383
7,177,149,28,255,251,0.7308128248829491
7,177,149,28,255,252,0.7473096326664338
7,177,149,28,255,253,0.7645070535873695
7,177,149,28,255,254,0.7714758629392472
7,177,149,28,255,255,0.8168383579563763
7,177,149,28,255,256,0.8168383579563763
7,177,149,28,256,250,0.6553936942316383
7,177,149,28,256,251,0.7308128248829491
7,177,149,28,256,252,0.7473096326664338
7,177,149,28,256,253,0.7645070535873695
7,177,149,28,256,254,0.7714758629392472
7,177,149,28,256,255,0.8168383579563763
7,177,149,28,256,256,0.8168383579563763
7,177,149,29,250,250,0.17446548474168064
7,177,149,29,250,251,0.17709730910432808
7,177,149,29,250,252,0.1810958281713403
7,177,149,29,250,253,0.19110568158660524
7,177,149,29,250,254,0.19289793602235566
7,177,149,29,250,255,0.2218874080731234
7,177,149,29,250,256,0.2218874080731234
7,177,149,29,251,250,0.2594875218892595
7,177,149,29,251,251,0.26253615229021354
7,177,149,29,251,252,0.2743478800680773
7,177,149,29,251,253,0.2956175240105773
7,177,149,29,251,254,0.2999347598850889
7,177,149,29,251,255,0.36770619269074284
7,177,149,29,251,256,0.36770619269074284
7,177,149,29,252,250,0.3238252494795572
7,177,149,29,252,251,0.3309425948067322
7,177,149,29,252,252,0.3960627422768064
7,177,149,29,252,253,0.40706141973686216
7,177,149,29,252,254,0.41825149735214806
7,177,149,29,252,255,0.5207957134293167
7,177,149,29,252,256,0.5207957134293167
7,177,149,29,253,250,0.35515773277353846
7,177,149,29,253,251,0.4052321829700472
7,177,149,29,253,252,0.4274651200118688
7,177,149,29,253,253,0.44931234608836146
7,177,149,29,253,254,0.4670348252720469
7,177,149,29,253,255,0.5921427630847191
7,177,149,29,253,256,0.5921427630847191
7,177,149,29,254,250,0.4348380832726952
7,177,149,29,254,251,0.4645451143443564
7,177,149,29,254,252,0.47881874656571527
7,177,149,29,254,253,0.5110527543594325
7,177,149,29,254,254,0.566786483753092
7,177,149,29,254,255,0.6459433088943388
7,177,149,29,254,256,0.6459433088943388
7,177,149,29,255,250,0.6553936942316383
7,177,149,29,255,251,0.7308128248829491
7,177,149,29,255,252,0.7473096326664338
7,177,149,29,255,253,0.7645070535873695
7,177,149,29,255,254,0.7806703918146272
7,177,149,29,255,255,0.8441939810566801
7,177,149,29,255,256,0.8441939810566801
7,177,149,29,256,250,0.6553936942316383
7,177,149,29,256,251,0.7308128248829491
7,177,149,29,256,252,0.7473096326664338
7,177,149,29,256,253,0.7645070535873695
7,177,149,29,256,254,0.7806703918146272
7,177,149,29,256,255,0.8441939810566801
7,177,149,29,256,256,0.8441939810566801
7,177,149,30,250,250,0.17446548474168064
7,177,149,30,250,251,0.18803955834444966
7,177,149,30,250,252,0.1926459801470242
7,177,149,30,250,253,0.2088868366018028
7,177,149,30,250,254,0.21166693298284195
7,177,149,30,250,255,0.24992692175093495
7,177,149,30,250,256,0.24992692175093495
7,177,149,30,251,250,0.2594875218892595
7,177,149,30,251,251,0.27347840153033515
7,177,149,30,251,252,0.2858980320437611
7,177,149,30,251,253,0.3133986790257749
7,177,149,30,251,254,0.31870375684557517
7,177,149,30,251,255,0.3957457063685544
7,177,149,30,251,256,0.3957457063685544
7,177,149,30,252,250,0.3238252494795572
7,177,149,30,252,251,0.34188484404685376
7,177,149,30,252,252,0.4076128942524903
7,177,149,30,252,253,0.4248425747520598
7,177,149,30,252,254,0.43990803230655534
7,177,149,30,252,255,0.5488352271071283
7,177,149,30,252,256,0.5488352271071283
7,177,149,30,253,250,0.35515773277353846
7,177,149,30,253,251,0.4161744322101688
7,177,149,30,253,252,0.43901527198755275
7,177,149,30,253,253,0.467093501103559
7,177,149,30,253,254,0.47949683135107424
7,177,149,30,253,255,0.6193084165801599
7,177,149,30,253,256,0.6193084165801599
7,177,149,30,254,250,0.4348380832726952
7,177,149,30,254,251,0.47548736358447796
7,177,149,30,254,252,0.4903688985413991
7,177,149,30,254,253,0.5288339093746302
7,177,149,30,254,254,0.5792484898321194
7,177,149,30,254,255,0.6731089623897796
7,177,149,30,254,256,0.6731089623897796
7,177,149,30,255,250,0.6553936942316383
7,177,149,30,255,251,0.7417550741230707
7,177,149,30,255,252,0.7588597846421177
7,177,149,30,255,253,0.7822882086025671
7,177,149,30,255,254,0.7931323978936545
7,177,149,30,255,255,0.8470435251296285
7,177,149,30,255,256,0.8470435251296285
7,177,149,30,256,250,0.6553936942316383
7,177,149,30,256,251,0.7417550741230707
7,177,149,30,256,252,0.7588597846421177
7,177,149,30,256,253,0.7822882086025671
7,177,149,30,256,254,0.7931323978936545
7,177,149,30,256,255,0.8470435251296285
7,177,149,30,256,256,0.8470435251296285
7,177,149,31,250,250,0.17446548474168064
7,177,149,31,250,251,0.18803955834444966
7,177,149,31,250,252,0.1926459801470242
7,177,149,31,250,253,0.2088868366018028
7,177,149,31,250,254,0.21166693298284195
7,177,149,31,250,255,0.24992692175093495
7,177,149,31,250,256,0.24992692175093495
7,177,149,31,251,250,0.2594875218892595
7,177,149,31,251,251,0.27347840153033515
7,177,149,31,251,252,0.2858980320437611
7,177,149,31,251,253,0.3133986790257749
7,177,149,31,251,254,0.31870375684557517
7,177,149,31,251,255,0.3957457063685544
7,177,149,31,251,256,0.3957457063685544
7,177,149,31,252,250,0.3238252494795572
7,177,149,31,252,251,0.34188484404685376
7,177,149,31,252,252,0.4076128942524903
7,177,149,31,252,253,0.4248425747520598
7,177,149,31,252,254,0.43990803230655534
7,177,149,31,252,255,0.5488352271071283
7,177,149,31,252,256,0.5488352271071283
7,177,149,31,253,250,0.35515773277353846
7,177,149,31,253,251,0.4161744322101688
7,177,149,31,253,252,0.43901527198755275
