lower_h,lower_s,lower_v,upper_h,upper_s,upper_v,avg_iou
8,183,149,31,256,250,0.6553274459497259
8,183,149,31,256,251,0.7416888258411583
8,183,149,31,256,252,0.7588237241861312
8,183,149,31,256,253,0.7825560031656307
8,183,149,31,256,254,0.793400192456718
8,183,149,31,256,255,0.8452180444510311
8,183,149,31,256,256,0.8452180444510311
8,183,149,32,250,250,0.1720283474109263
8,183,149,32,250,251,0.18548636685508796
8,183,149,32,250,252,0.18935232216377135
8,183,149,32,250,253,0.20008904434729238
8,183,149,32,250,254,0.20273338853778483
8,183,149,32,250,255,0.2367387802430616
8,183,149,32,250,256,0.2367387802430616
8,183,149,32,251,250,0.2594875218892595
8,183,149,32,251,251,0.27347840153033515
8,183,149,32,251,252,0.28515756554987
8,183,149,32,251,253,0.3067736991261689
8,183,149,32,251,254,0.31207877694596925
8,183,149,32,251,255,0.3839846302239166
8,183,149,32,251,256,0.3839846302239166
8,183,149,32,252,250,0.3365729731003392
8,183,149,32,252,251,0.3725520746713832
8,183,149,32,252,252,0.4076128942524903
8,183,149,32,252,253,0.4248425747520598
8,183,149,32,252,254,0.43990803230655534
8,183,149,32,252,255,0.5478857321576334
8,183,149,32,252,256,0.5478857321576334
8,183,149,32,253,250,0.3703233855420454
8,183,149,32,253,251,0.4142743066458404
8,183,149,32,253,252,0.4371151464232244
8,183,149,32,253,253,0.46167513620305556
8,183,149,32,253,254,0.475882590161911
8,183,149,32,253,255,0.6060081284401344
8,183,149,32,253,256,0.6060081284401344
8,183,149,32,254,250,0.4302223568340722
8,183,149,32,254,251,0.4747084787094937
8,183,149,32,254,252,0.4895780261334492
8,183,149,32,254,253,0.527732946878233
8,183,149,32,254,254,0.5773521753597446
8,183,149,32,254,255,0.6656297241093135
8,183,149,32,254,256,0.6656297241093135
8,183,149,32,255,250,0.6553274459497259
8,183,149,32,255,251,0.7416888258411583
8,183,149,32,255,252,0.7588237241861312
8,183,149,32,255,253,0.7825560031656307
8,183,149,32,255,254,0.793400192456718
8,183,149,32,255,255,0.8452180444510311
8,183,149,32,255,256,0.8452180444510311
8,183,149,32,256,250,0.6553274459497259
8,183,149,32,256,251,0.7416888258411583
8,183,149,32,256,252,0.7588237241861312
8,183,149,32,256,253,0.7825560031656307
8,183,149,32,256,254,0.793400192456718
8,183,149,32,256,255,0.8452180444510311
8,183,149,32,256,256,0.8452180444510311
8,183,150,28,250,250,0.1720283474109263
8,183,150,28,250,251,0.17454411761496638
8,183,150,28,250,252,0.17780217018808744
8,183,150,28,250,253,0.1823078893320948
8,183,150,28,250,254,0.18396439157729852
8,183,150,28,250,255,0.2044059534953412
8,183,150,28,250,256,0.2044059534953412
8,183,150,28,251,250,0.2522087791266458
8,183,150,28,251,251,0.2552574095275998
8,183,150,28,251,252,0.2663286708115724
8,183,150,28,251,253,0.28171380134835766
8,183,150,28,251,254,0.3034342014345441
8,183,150,28,251,255,0.3617762249252574
8,183,150,28,251,256,0.3617762249252574
8,183,150,28,252,250,0.3350014263675022
8,183,150,28,252,251,0.36161176999794326
8,183,150,28,252,252,0.3944911955439693
8,183,150,28,252,253,0.4051535109561481
8,183,150,28,252,254,0.416343588571434
8,183,150,28,252,255,0.513981358677076
8,183,150,28,252,256,0.513981358677076
8,183,150,28,253,250,0.36875183880920837
8,183,150,28,253,251,0.4017605106728818
8,183,150,28,253,252,0.4239934477147035
8,183,150,28,253,253,0.44198607240714394
8,183,150,28,253,254,0.45231814642678964
8,183,150,28,253,255,0.5742314145340451
8,183,150,28,253,256,0.5742314145340451
8,183,150,28,254,250,0.4271564796331851
8,183,150,28,254,251,0.46070035226848505
8,183,150,28,254,252,0.47523350133797165
8,183,150,28,254,253,0.5071574190432419
8,183,150,28,254,254,0.5525605371993827
8,183,150,28,254,255,0.6326301841162677
8,183,150,28,254,256,0.6326301841162677
8,183,150,28,255,250,0.6524917166369628
8,183,150,28,255,251,0.7279108472882737
8,183,150,28,255,252,0.7444378428976843
8,183,150,28,255,253,0.7614447369941868
8,183,150,28,255,254,0.7689079281895477
8,183,150,28,255,255,0.8121771479650158
8,183,150,28,255,256,0.8121771479650158
8,183,150,28,256,250,0.6524917166369628
8,183,150,28,256,251,0.7279108472882737
8,183,150,28,256,252,0.7444378428976843
8,183,150,28,256,253,0.7614447369941868
8,183,150,28,256,254,0.7689079281895477
8,183,150,28,256,255,0.8121771479650158
8,183,150,28,256,256,0.8121771479650158
8,183,150,29,250,250,0.1720283474109263
8,183,150,29,250,251,0.17454411761496638
8,183,150,29,250,252,0.17780217018808744
8,183,150,29,250,253,0.1823078893320948
8,183,150,29,250,254,0.18396439157729852
8,183,150,29,250,255,0.20869926656525006
8,183,150,29,250,256,0.20869926656525006
8,183,150,29,251,250,0.2522087791266458
8,183,150,29,251,251,0.2552574095275998
8,183,150,29,251,252,0.2663286708115724
8,183,150,29,251,253,0.28171380134835766
8,183,150,29,251,254,0.3034342014345441
8,183,150,29,251,255,0.36606953799516617
8,183,150,29,251,256,0.36606953799516617
8,183,150,29,252,250,0.3350014263675022
8,183,150,29,252,251,0.36161176999794326
8,183,150,29,252,252,0.3944911955439693
8,183,150,29,252,253,0.4051535109561481
8,183,150,29,252,254,0.416343588571434
8,183,150,29,252,255,0.5182746717469847
8,183,150,29,252,256,0.5182746717469847
8,183,150,29,253,250,0.36875183880920837
8,183,150,29,253,251,0.4017605106728818
8,183,150,29,253,252,0.4239934477147035
8,183,150,29,253,253,0.44198607240714394
8,183,150,29,253,254,0.46151267530216955
8,183,150,29,253,255,0.5772709282118567
8,183,150,29,253,256,0.5772709282118567
8,183,150,29,254,250,0.4271564796331851
8,183,150,29,254,251,0.46070035226848505
8,183,150,29,254,252,0.47523350133797165
8,183,150,29,254,253,0.5071574190432419
8,183,150,29,254,254,0.5617550660747627
8,183,150,29,254,255,0.6356696977940792
8,183,150,29,254,256,0.6356696977940792
8,183,150,29,255,250,0.6524917166369628
8,183,150,29,255,251,0.7279108472882737
8,183,150,29,255,252,0.7444378428976843
8,183,150,29,255,253,0.7614447369941868
8,183,150,29,255,254,0.7781024570649276
8,183,150,29,255,255,0.8395327710653199
8,183,150,29,255,256,0.8395327710653199
8,183,150,29,256,250,0.6524917166369628
8,183,150,29,256,251,0.7279108472882737
8,183,150,29,256,252,0.7444378428976843
8,183,150,29,256,253,0.7614447369941868
8,183,150,29,256,254,0.7781024570649276
8,183,150,29,256,255,0.8395327710653199
8,183,150,29,256,256,0.8395327710653199
8,183,150,30,250,250,0.1720283474109263
8,183,150,30,250,251,0.18548636685508796
8,183,150,30,250,252,0.18935232216377135
8,183,150,30,250,253,0.20008904434729238
8,183,150,30,250,254,0.20273338853778483
8,183,150,30,250,255,0.2367387802430616
8,183,150,30,250,256,0.2367387802430616
8,183,150,30,251,250,0.2522087791266458
8,183,150,30,251,251,0.26619965876772145
8,183,150,30,251,252,0.2778788227872563
8,183,150,30,251,253,0.2994949563635552
8,183,150,30,251,254,0.32220319839503037
8,183,150,30,251,255,0.3941090516729777
8,183,150,30,251,256,0.3941090516729777
8,183,150,30,252,250,0.3350014263675022
8,183,150,30,252,251,0.37255401923806486
8,183,150,30,252,252,0.40604134751965326
8,183,150,30,252,253,0.42293466597134566
8,183,150,30,252,254,0.4380001235258413
8,183,150,30,252,255,0.5463141854247963
8,183,150,30,252,256,0.5463141854247963
8,183,150,30,253,250,0.36875183880920837
8,183,150,30,253,251,0.41270275991300337
8,183,150,30,253,252,0.4355435996903873
8,183,150,30,253,253,0.4597672274223415
8,183,150,30,253,254,0.4739746813811969
8,183,150,30,253,255,0.6044365817072974
8,183,150,30,253,256,0.6044365817072974
8,183,150,30,254,250,0.4271564796331851
8,183,150,30,254,251,0.4716426015086067
8,183,150,30,254,252,0.4867836533136556
8,183,150,30,254,253,0.5249385740584394
8,183,150,30,254,254,0.57421707215379
8,183,150,30,254,255,0.6628353512895201
8,183,150,30,254,256,0.6628353512895201
8,183,150,30,255,250,0.6524917166369628
8,183,150,30,255,251,0.7388530965283953
8,183,150,30,255,252,0.7559879948733681
8,183,150,30,255,253,0.7792258920093844
8,183,150,30,255,254,0.790564463143955
8,183,150,30,255,255,0.8423823151382681
8,183,150,30,255,256,0.8423823151382681
8,183,150,30,256,250,0.6524917166369628
8,183,150,30,256,251,0.7388530965283953
8,183,150,30,256,252,0.7559879948733681
8,183,150,30,256,253,0.7792258920093844
8,183,150,30,256,254,0.790564463143955
8,183,150,30,256,255,0.8423823151382681
8,183,150,30,256,256,0.8423823151382681
8,183,150,31,250,250,0.1720283474109263
8,183,150,31,250,251,0.18548636685508796
8,183,150,31,250,252,0.18935232216377135
8,183,150,31,250,253,0.20008904434729238
8,183,150,31,250,254,0.20273338853778483
8,183,150,31,250,255,0.2367387802430616
8,183,150,31,250,256,0.2367387802430616
8,183,150,31,251,250,0.2522087791266458
8,183,150,31,251,251,0.26619965876772145
8,183,150,31,251,252,0.2778788227872563
8,183,150,31,251,253,0.2994949563635552
8,183,150,31,251,254,0.32220319839503037
8,183,150,31,251,255,0.3941090516729777
8,183,150,31,251,256,0.3941090516729777
8,183,150,31,252,250,0.3350014263675022
8,183,150,31,252,251,0.37255401923806486
8,183,150,31,252,252,0.40604134751965326
8,183,150,31,252,253,0.42293466597134566
8,183,150,31,252,254,0.4380001235258413
8,183,150,31,252,255,0.5463141854247963
8,183,150,31,252,256,0.5463141854247963
8,183,150,31,253,250,0.36875183880920837
8,183,150,31,253,251,0.41270275991300337
8,183,150,31,253,252,0.4355435996903873
8,183,150,31,253,253,0.4597672274223415
8,183,150,31,253,254,0.4739746813811969
8,183,150,31,253,255,0.6044365817072974
8,183,150,31,253,256,0.6044365817072974
8,183,150,31,254,250,0.4271564796331851
8,183,150,31,254,251,0.4716426015086067
8,183,150,31,254,252,0.4867836533136556
8,183,150,31,254,253,0.5249385740584394
8,183,150,31,254,254,0.57421707215379
8,183,150,31,254,255,0.6628353512895201
8,183,150,31,254,256,0.6628353512895201
8,183,150,31,255,250,0.6524917166369628
8,183,150,31,255,251,0.7388530965283953
8,183,150,31,255,252,0.7559879948733681
8,183,150,31,255,253,0.7792258920093844
8,183,150,31,255,254,0.790564463143955
8,183,150,31,255,255,0.8423823151382681
8,183,150,31,255,256,0.8423823151382681
8,183,150,31,256,250,0.6524917166369628
8,183,150,31,256,251,0.7388530965283953
8,183,150,31,256,252,0.7559879948733681
8,183,150,31,256,253,0.7792258920093844
8,183,150,31,256,254,0.790564463143955
8,183,150,31,256,255,0.8423823151382681
8,183,150,31,256,256,0.8423823151382681
8,183,150,32,250,250,0.1720283474109263
8,183,150,32,250,251,0.18548636685508796
8,183,150,32,250,252,0.18935232216377135
8,183,150,32,250,253,0.20008904434729238
8,183,150,32,250,254,0.20273338853778483
8,183,150,32,250,255,0.2367387802430616
8,183,150,32,250,256,0.2367387802430616
8,183,150,32,251,250,0.2522087791266458
8,183,150,32,251,251,0.26619965876772145
8,183,150,32,251,252,0.2778788227872563
8,183,150,32,251,253,0.2994949563635552
8,183,150,32,251,254,0.32220319839503037
8,183,150,32,251,255,0.3941090516729777
8,183,150,32,251,256,0.3941090516729777
8,183,150,32,252,250,0.3350014263675022
8,183,150,32,252,251,0.37255401923806486
8,183,150,32,252,252,0.40604134751965326
8,183,150,32,252,253,0.42293466597134566
8,183,150,32,252,254,0.4380001235258413
8,183,150,32,252,255,0.5463141854247963
8,183,150,32,252,256,0.5463141854247963
8,183,150,32,253,250,0.36875183880920837
8,183,150,32,253,251,0.41270275991300337
8,183,150,32,253,252,0.4355435996903873
8,183,150,32,253,253,0.4597672274223415
8,183,150,32,253,254,0.4739746813811969
8,183,150,32,253,255,0.6044365817072974
8,183,150,32,253,256,0.6044365817072974
8,183,150,32,254,250,0.4271564796331851
8,183,150,32,254,251,0.4716426015086067
8,183,150,32,254,252,0.4867836533136556
8,183,150,32,254,253,0.5249385740584394
8,183,150,32,254,254,0.57421707215379
8,183,150,32,254,255,0.6628353512895201
8,183,150,32,254,256,0.6628353512895201
8,183,150,32,255,250,0.6524917166369628
8,183,150,32,255,251,0.7388530965283953
8,183,150,32,255,252,0.7559879948733681
8,183,150,32,255,253,0.7792258920093844
8,183,150,32,255,254,0.790564463143955
8,183,150,32,255,255,0.8423823151382681
8,183,150,32,255,256,0.8423823151382681
8,183,150,32,256,250,0.6524917166369628
8,183,150,32,256,251,0.7388530965283953
8,183,150,32,256,252,0.7559879948733681
8,183,150,32,256,253,0.7792258920093844
8,183,150,32,256,254,0.790564463143955
8,183,150,32,256,255,0.8423823151382681
8,183,150,32,256,256,0.8423823151382681
8,183,151,28,250,250,0.17953701125382193
8,183,151,28,250,251,0.18205278145786202
8,183,151,28,250,252,0.18531083403098308
8,183,151,28,250,253,0.18981655317499047
8,183,151,28,250,254,0.19147305542019416
8,183,151,28,250,255,0.21191461733823685
8,183,151,28,250,256,0.21191461733823685
8,183,151,28,251,250,0.2638907693916539
8,183,151,28,251,251,0.2676628149330052
8,183,151,28,251,252,0.2825628920292647
8,183,151,28,251,253,0.28543495024493903
8,183,151,28,251,254,0.29438582550012404
8,183,151,28,251,255,0.35993197804469645
8,183,151,28,251,256,0.35993197804469645
8,183,151,28,252,250,0.33400027118844944
8,183,151,28,252,251,0.36061061481889045
8,183,151,28,252,252,0.3934900403649165
8,183,151,28,252,253,0.40415235577709535
8,183,151,28,252,254,0.41497840147445786
8,183,151,28,252,255,0.5112524483456105
8,183,151,28,252,256,0.5112524483456105
8,183,151,28,253,250,0.36773143064594305
8,183,151,28,253,251,0.4007401025096165
8,183,151,28,253,252,0.4229730395514381
8,183,151,28,253,253,0.4409656642438787
8,183,151,28,253,254,0.45093370634560087
8,183,151,28,253,255,0.5714585690019042
8,183,151,28,253,256,0.5714585690019042
8,183,151,28,254,250,0.42613607146991983
8,183,151,28,254,251,0.45967994410521973
8,183,151,28,254,252,0.4742130931747063
8,183,151,28,254,253,0.5061370108799765
8,183,151,28,254,254,0.5515401290361174
8,183,151,28,254,255,0.6298573385841267
8,183,151,28,254,256,0.6298573385841267
8,183,151,28,255,250,0.6514991608056974
8,183,151,28,255,251,0.7269182914570083
8,183,151,28,255,252,0.7434452870664188
8,183,151,28,255,253,0.7604521811629213
8,183,151,28,255,254,0.7679153723582822
8,183,151,28,255,255,0.8102009020627259
8,183,151,28,255,256,0.8102009020627259
8,183,151,28,256,250,0.6514991608056974
8,183,151,28,256,251,0.7269182914570083
8,183,151,28,256,252,0.7434452870664188
8,183,151,28,256,253,0.7604521811629213
8,183,151,28,256,254,0.7679153723582822
8,183,151,28,256,255,0.8102009020627259
8,183,151,28,256,256,0.8102009020627259
8,183,151,29,250,250,0.17953701125382193
8,183,151,29,250,251,0.18205278145786202
8,183,151,29,250,252,0.18531083403098308
8,183,151,29,250,253,0.18981655317499047
8,183,151,29,250,254,0.19147305542019416
8,183,151,29,250,255,0.21620793040814573
8,183,151,29,250,256,0.21620793040814573
8,183,151,29,251,250,0.2638907693916539
8,183,151,29,251,251,0.2676628149330052
8,183,151,29,251,252,0.2825628920292647
8,183,151,29,251,253,0.28543495024493903
8,183,151,29,251,254,0.29438582550012404
8,183,151,29,251,255,0.3642252911146053
8,183,151,29,251,256,0.3642252911146053
8,183,151,29,252,250,0.33400027118844944
8,183,151,29,252,251,0.36061061481889045
8,183,151,29,252,252,0.3934900403649165
8,183,151,29,252,253,0.40415235577709535
8,183,151,29,252,254,0.41497840147445786
8,183,151,29,252,255,0.5155457614155192
8,183,151,29,252,256,0.5155457614155192
8,183,151,29,253,250,0.36773143064594305
8,183,151,29,253,251,0.4007401025096165
8,183,151,29,253,252,0.4229730395514381
8,183,151,29,253,253,0.4409656642438787
8,183,151,29,253,254,0.46012823522098084
8,183,151,29,253,255,0.5744980826797157
8,183,151,29,253,256,0.5744980826797157
8,183,151,29,254,250,0.42613607146991983
8,183,151,29,254,251,0.45967994410521973
8,183,151,29,254,252,0.4742130931747063
8,183,151,29,254,253,0.5061370108799765
8,183,151,29,254,254,0.5607346579114975
8,183,151,29,254,255,0.6328968522619383
8,183,151,29,254,256,0.6328968522619383
8,183,151,29,255,250,0.6514991608056974
8,183,151,29,255,251,0.7269182914570083
8,183,151,29,255,252,0.7434452870664188
8,183,151,29,255,253,0.7604521811629213
8,183,151,29,255,254,0.7771099012336622
8,183,151,29,255,255,0.8375565251630299
8,183,151,29,255,256,0.8375565251630299
8,183,151,29,256,250,0.6514991608056974
8,183,151,29,256,251,0.7269182914570083
8,183,151,29,256,252,0.7434452870664188
8,183,151,29,256,253,0.7604521811629213
8,183,151,29,256,254,0.7771099012336622
8,183,151,29,256,255,0.8375565251630299
8,183,151,29,256,256,0.8375565251630299
8,183,151,30,250,250,0.17953701125382193
8,183,151,30,250,251,0.1929950306979836
8,183,151,30,250,252,0.19686098600666696
8,183,151,30,250,253,0.20759770819018802
8,183,151,30,250,254,0.2102420523806805
8,183,151,30,250,255,0.24424744408595728
8,183,151,30,250,256,0.24424744408595728
8,183,151,30,251,250,0.2638907693916539
8,183,151,30,251,251,0.2786050641731268
8,183,151,30,251,252,0.29411304400494853
8,183,151,30,251,253,0.3032161052601366
8,183,151,30,251,254,0.3131548224606103
8,183,151,30,251,255,0.3922648047924168
8,183,151,30,251,256,0.3922648047924168
8,183,151,30,252,250,0.33400027118844944
8,183,151,30,252,251,0.3715528640590121
8,183,151,30,252,252,0.4050401923406005
8,183,151,30,252,253,0.4219335107922929
8,183,151,30,252,254,0.43663493642886503
8,183,151,30,252,255,0.5435852750933308
8,183,151,30,252,256,0.5435852750933308
8,183,151,30,253,250,0.36773143064594305
8,183,151,30,253,251,0.4116823517497381
8,183,151,30,253,252,0.434523191527122
8,183,151,30,253,253,0.45874681925907623
8,183,151,30,253,254,0.47259024130000815
8,183,151,30,253,255,0.6016637361751564
8,183,151,30,253,256,0.6016637361751564
8,183,151,30,254,250,0.42613607146991983
8,183,151,30,254,251,0.47062219334534133
8,183,151,30,254,252,0.48576324515039027
8,183,151,30,254,253,0.5239181658951741
8,183,151,30,254,254,0.5731966639905247
8,183,151,30,254,255,0.6600625057573791
8,183,151,30,254,256,0.6600625057573791
8,183,151,30,255,250,0.6514991608056974
8,183,151,30,255,251,0.7378605406971298
8,183,151,30,255,252,0.7549954390421026
8,183,151,30,255,253,0.778233336178119
8,183,151,30,255,254,0.7895719073126896
8,183,151,30,255,255,0.8404060692359782
8,183,151,30,255,256,0.8404060692359782
8,183,151,30,256,250,0.6514991608056974
8,183,151,30,256,251,0.7378605406971298
8,183,151,30,256,252,0.7549954390421026
8,183,151,30,256,253,0.778233336178119
8,183,151,30,256,254,0.7895719073126896
8,183,151,30,256,255,0.8404060692359782
8,183,151,30,256,256,0.8404060692359782
8,183,151,31,250,250,0.17953701125382193
8,183,151,31,250,251,0.1929950306979836
8,183,151,31,250,252,0.19686098600666696
8,183,151,31,250,253,0.20759770819018802
8,183,151,31,250,254,0.2102420523806805
8,183,151,31,250,255,0.24424744408595728
8,183,151,31,250,256,0.24424744408595728
8,183,151,31,251,250,0.2638907693916539
8,183,151,31,251,251,0.2786050641731268
8,183,151,31,251,252,0.29411304400494853
8,183,151,31,251,253,0.3032161052601366
8,183,151,31,251,254,0.3131548224606103
8,183,151,31,251,255,0.3922648047924168
8,183,151,31,251,256,0.3922648047924168
8,183,151,31,252,250,0.33400027118844944
8,183,151,31,252,251,0.3715528640590121
8,183,151,31,252,252,0.4050401923406005
8,183,151,31,252,253,0.4219335107922929
8,183,151,31,252,254,0.43663493642886503
8,183,151,31,252,255,0.5435852750933308
8,183,151,31,252,256,0.5435852750933308
8,183,151,31,253,250,0.36773143064594305
8,183,151,31,253,251,0.4116823517497381
8,183,151,31,253,252,0.434523191527122
8,183,151,31,253,253,0.45874681925907623
8,183,151,31,253,254,0.47259024130000815
8,183,151,31,253,255,0.6016637361751564
8,183,151,31,253,256,0.6016637361751564
8,183,151,31,254,250,0.42613607146991983
8,183,151,31,254,251,0.47062219334534133
8,183,151,31,254,252,0.48576324515039027
8,183,151,31,254,253,0.5239181658951741
8,183,151,31,254,254,0.5731966639905247
8,183,151,31,254,255,0.6600625057573791
8,183,151,31,254,256,0.6600625057573791
8,183,151,31,255,250,0.6514991608056974
8,183,151,31,255,251,0.7378605406971298
8,183,151,31,255,252,0.7549954390421026
8,183,151,31,255,253,0.778233336178119
8,183,151,31,255,254,0.7895719073126896
8,183,151,31,255,255,0.8404060692359782
8,183,151,31,255,256,0.8404060692359782
8,183,151,31,256,250,0.6514991608056974
8,183,151,31,256,251,0.7378605406971298
8,183,151,31,256,252,0.7549954390421026
8,183,151,31,256,253,0.778233336178119
8,183,151,31,256,254,0.7895719073126896
8,183,151,31,256,255,0.8404060692359782
8,183,151,31,256,256,0.8404060692359782
8,183,151,32,250,250,0.17953701125382193
8,183,151,32,250,251,0.1929950306979836
8,183,151,32,250,252,0.19686098600666696
8,183,151,32,250,253,0.20759770819018802
8,183,151,32,250,254,0.2102420523806805
8,183,151,32,250,255,0.24424744408595728
8,183,151,32,250,256,0.24424744408595728
8,183,151,32,251,250,0.2638907693916539
8,183,151,32,251,251,0.2786050641731268
8,183,151,32,251,252,0.29411304400494853
8,183,151,32,251,253,0.3032161052601366
8,183,151,32,251,254,0.3131548224606103
8,183,151,32,251,255,0.3922648047924168
8,183,151,32,251,256,0.3922648047924168
8,183,151,32,252,250,0.33400027118844944
8,183,151,32,252,251,0.3715528640590121
8,183,151,32,252,252,0.4050401923406005
8,183,151,32,252,253,0.4219335107922929
8,183,151,32,252,254,0.43663493642886503
8,183,151,32,252,255,0.5435852750933308
8,183,151,32,252,256,0.5435852750933308
8,183,151,32,253,250,0.36773143064594305
8,183,151,32,253,251,0.4116823517497381
8,183,151,32,253,252,0.434523191527122
8,183,151,32,253,253,0.45874681925907623
8,183,151,32,253,254,0.47259024130000815
8,183,151,32,253,255,0.6016637361751564
8,183,151,32,253,256,0.6016637361751564
8,183,151,32,254,250,0.42613607146991983
8,183,151,32,254,251,0.47062219334534133
8,183,151,32,254,252,0.48576324515039027
8,183,151,32,254,253,0.5239181658951741
8,183,151,32,254,254,0.5731966639905247
8,183,151,32,254,255,0.6600625057573791
8,183,151,32,254,256,0.6600625057573791
8,183,151,32,255,250,0.6514991608056974
8,183,151,32,255,251,0.7378605406971298
8,183,151,32,255,252,0.7549954390421026
8,183,151,32,255,253,0.778233336178119
8,183,151,32,255,254,0.7895719073126896
8,183,151,32,255,255,0.8404060692359782
8,183,151,32,255,256,0.8404060692359782
8,183,151,32,256,250,0.6514991608056974
8,183,151,32,256,251,0.7378605406971298
8,183,151,32,256,252,0.7549954390421026
8,183,151,32,256,253,0.778233336178119
8,183,151,32,256,254,0.7895719073126896
8,183,151,32,256,255,0.8404060692359782
8,183,151,32,256,256,0.8404060692359782
8,183,152,28,250,250,0.1839748288709874
8,183,152,28,250,251,0.18718797498197612
8,183,152,28,250,252,0.19044602755509718
8,183,152,28,250,253,0.1949517466991046
8,183,152,28,250,254,0.19660824894430828
8,183,152,28,250,255,0.21704981086235095
8,183,152,28,250,256,0.21704981086235095
8,183,152,28,251,250,0.2614451172177409
8,183,152,28,251,251,0.2663741416557971
8,183,152,28,251,252,0.28011723985535164
8,183,152,28,251,253,0.28298929807102596
8,183,152,28,251,254,0.29194017332621097
8,183,152,28,251,255,0.34091497510825614
8,183,152,28,251,256,0.34091497510825614
8,183,152,28,252,250,0.33534236670862716
8,183,152,28,252,251,0.36061061481889045
8,183,152,28,252,252,0.3934900403649165
8,183,152,28,252,253,0.40415235577709535
8,183,152,28,252,254,0.41497840147445786
8,183,152,28,252,255,0.5112524483456105
8,183,152,28,252,256,0.5112524483456105
8,183,152,28,253,250,0.3602871726742336
8,183,152,28,253,251,0.4007401025096165
8,183,152,28,253,252,0.4229730395514381
8,183,152,28,253,253,0.4409656642438787
8,183,152,28,253,254,0.4746912821031767
8,183,152,28,253,255,0.5714585690019042
8,183,152,28,253,256,0.5714585690019042
8,183,152,28,254,250,0.4225398115802051
8,183,152,28,254,251,0.45967994410521973
8,183,152,28,254,252,0.4742130931747063
8,183,152,28,254,253,0.5061370108799765
8,183,152,28,254,254,0.5515401290361174
8,183,152,28,254,255,0.6298573385841267
8,183,152,28,254,256,0.6298573385841267
8,183,152,28,255,250,0.6449870785203938
8,183,152,28,255,251,0.7256954653700517
8,183,152,28,255,252,0.7422224609794623
8,183,152,28,255,253,0.7592293550759648
8,183,152,28,255,254,0.7666925462713257
8,183,152,28,255,255,0.8089780759757694
8,183,152,28,255,256,0.8089780759757694
8,183,152,28,256,250,0.6449870785203938
8,183,152,28,256,251,0.7256954653700517
8,183,152,28,256,252,0.7422224609794623
8,183,152,28,256,253,0.7592293550759648
8,183,152,28,256,254,0.7666925462713257
8,183,152,28,256,255,0.8089780759757694
8,183,152,28,256,256,0.8089780759757694
8,183,152,29,250,250,0.1839748288709874
8,183,152,29,250,251,0.18718797498197612
8,183,152,29,250,252,0.19044602755509718
8,183,152,29,250,253,0.1949517466991046
8,183,152,29,250,254,0.19660824894430828
8,183,152,29,250,255,0.2213431239322598
8,183,152,29,250,256,0.2213431239322598
8,183,152,29,251,250,0.2614451172177409
8,183,152,29,251,251,0.2663741416557971
8,183,152,29,251,252,0.28011723985535164
8,183,152,29,251,253,0.28298929807102596
8,183,152,29,251,254,0.29194017332621097
8,183,152,29,251,255,0.34520828817816496
8,183,152,29,251,256,0.34520828817816496
8,183,152,29,252,250,0.33534236670862716
8,183,152,29,252,251,0.36061061481889045
8,183,152,29,252,252,0.3934900403649165
8,183,152,29,252,253,0.40415235577709535
8,183,152,29,252,254,0.41497840147445786
8,183,152,29,252,255,0.5155457614155192
8,183,152,29,252,256,0.5155457614155192
8,183,152,29,253,250,0.3602871726742336
8,183,152,29,253,251,0.4007401025096165
8,183,152,29,253,252,0.4229730395514381
8,183,152,29,253,253,0.4409656642438787
8,183,152,29,253,254,0.48388581097855665
8,183,152,29,253,255,0.5744980826797157
8,183,152,29,253,256,0.5744980826797157
8,183,152,29,254,250,0.4225398115802051
8,183,152,29,254,251,0.45967994410521973
8,183,152,29,254,252,0.4742130931747063
8,183,152,29,254,253,0.5061370108799765
8,183,152,29,254,254,0.5607346579114975
8,183,152,29,254,255,0.6328968522619383
8,183,152,29,254,256,0.6328968522619383
8,183,152,29,255,250,0.6449870785203938
8,183,152,29,255,251,0.7256954653700517
8,183,152,29,255,252,0.7422224609794623
8,183,152,29,255,253,0.7592293550759648
8,183,152,29,255,254,0.7758870751467056
8,183,152,29,255,255,0.8363336990760735
8,183,152,29,255,256,0.8363336990760735
8,183,152,29,256,250,0.6449870785203938
8,183,152,29,256,251,0.7256954653700517
8,183,152,29,256,252,0.7422224609794623
8,183,152,29,256,253,0.7592293550759648
8,183,152,29,256,254,0.7758870751467056
8,183,152,29,256,255,0.8363336990760735
8,183,152,29,256,256,0.8363336990760735
8,183,152,30,250,250,0.1839748288709874
8,183,152,30,250,251,0.19813022422209772
8,183,152,30,250,252,0.2019961795307811
8,183,152,30,250,253,0.21273290171430217
8,183,152,30,250,254,0.21537724590479462
8,183,152,30,250,255,0.24938263761007134
8,183,152,30,250,256,0.24938263761007134
8,183,152,30,251,250,0.2614451172177409
8,183,152,30,251,251,0.2773163908959187
8,183,152,30,251,252,0.2916673918310355
8,183,152,30,251,253,0.3007704530862235
8,183,152,30,251,254,0.31070917028669726
8,183,152,30,251,255,0.3732478018559765
8,183,152,30,251,256,0.3732478018559765
8,183,152,30,252,250,0.33534236670862716
8,183,152,30,252,251,0.3715528640590121
8,183,152,30,252,252,0.4050401923406005
8,183,152,30,252,253,0.4219335107922929
8,183,152,30,252,254,0.43663493642886503
8,183,152,30,252,255,0.5435852750933308
8,183,152,30,252,256,0.5435852750933308
8,183,152,30,253,250,0.3602871726742336
